STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
71183099999,2023-01-24,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.2,8,25.6,8,1010.2,8,6.2,8,999.9,0,9.2,8,14.0,999.9,35.1,*,29.3,*,0.0,G,8.7,0
71183099999,2023-01-25,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",17.8,8,7.3,8,1024.5,8,20.4,8,999.9,0,7.5,8,11.1,999.9,35.2, ,11.5, ,0.02,G,8.7,0
71183099999,2023-01-26,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",20.9,8,17.5,8,1001.8,8,997.8,8,999.9,0,10.8,8,14.0,999.9,23.7, ,11.5, ,0.69,G,13.4,0
71183099999,2023-01-27,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",19.9,8,12.7,8,1013.0,8,9.0,8,999.9,0,4.9,8,8.0,999.9,26.1, ,9.9, ,0.01,G,12.6,0
71183099999,2023-01-28,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",30.4,8,24.0,8,1014.9,8,10.9,8,999.9,0,10.4,8,15.0,999.9,36.1,*,25.7,*,0.06,G,13.4,0
71183099999,2023-01-29,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",21.4,8,13.3,8,1023.1,8,19.0,8,999.9,0,8.8,8,13.0,999.9,37.4, ,13.1, ,0.16,G,13.0,0
71183099999,2023-01-30,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",16.6,8,12.9,8,1022.8,8,18.7,8,999.9,0,3.9,8,7.0,999.9,27.3, ,12.7, ,0.17,G,13.4,0
71183099999,2023-01-31,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",14.0,8,4.6,8,1023.8,8,19.7,8,999.9,0,5.2,8,9.9,999.9,18.3, ,5.4, ,0.09,G,16.1,0
71183099999,2023-02-01,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",6.8,8,-0.2,8,1024.6,8,20.4,8,999.9,0,3.7,8,6.0,999.9,18.3, ,-7.6, ,0.05,G,15.0,0
71183099999,2023-02-02,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",23.9,8,16.1,8,1015.9,8,11.8,8,999.9,0,8.1,8,15.0,999.9,29.3,*,20.3,*,0.0,G,15.7,0
71183099999,2023-02-03,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",0.0,8,-12.3,8,1013.9,8,9.8,8,999.9,0,16.7,8,20.0,999.9,29.7,*,-15.7,*,0.03,G,14.6,0
71183099999,2023-02-04,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",-14.6,8,-28.3,8,1032.3,8,28.0,8,999.9,0,11.7,8,18.1,999.9,5.5, ,-20.4, ,0.01,G,14.6,0
71183099999,2023-02-05,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",4.7,8,-1.5,8,1018.2,8,14.0,8,999.9,0,7.5,8,9.9,999.9,14.4,*,-0.9,*,0.0,G,14.6,0
71183099999,2023-02-06,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",20.1,7,14.6,7,1017.3,7,13.2,7,999.9,0,4.3,7,6.0,999.9,25.5,*,15.8,*,0.04,G,14.6,0
71183099999,2023-02-07,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",17.0,8,8.4,8,1024.0,8,19.9,8,999.9,0,3.3,8,7.0,999.9,33.6,*,9.0,*,0.0,G,14.6,0
71183099999,2023-02-08,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.7,8,28.5,8,1015.3,8,11.3,8,999.9,0,9.3,8,12.0,999.9,39.6,*,33.3,*,0.03,G,14.6,0
71183099999,2023-02-09,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.7,8,26.6,8,1021.9,8,17.9,8,999.9,0,3.8,8,8.0,999.9,39.7, ,20.8, ,0.01,G,13.0,0
71183099999,2023-02-10,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.0,8,32.5,8,1004.0,8,0.1,8,999.9,0,10.5,8,19.0,999.9,41.7, ,20.8, ,0.69,G,12.6,0
71183099999,2023-02-11,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",26.5,8,18.4,8,1018.7,8,14.7,8,999.9,0,7.7,8,11.1,999.9,41.7, ,18.3, ,0.06,G,11.0,0
71183099999,2023-02-12,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.2,8,22.7,8,1017.3,8,13.3,8,999.9,0,7.0,8,12.0,999.9,34.9,*,28.0,*,0.0,G,10.6,0
71183099999,2023-02-13,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.2,8,24.4,8,1007.6,8,3.6,8,999.9,0,4.9,8,7.0,999.9,39.6, ,22.6, ,0.0,G,10.2,0
71183099999,2023-02-14,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",34.9,8,25.6,8,1008.9,8,5.0,8,999.9,0,6.5,8,8.9,999.9,40.6, ,23.4, ,0.0,G,9.8,0
71183099999,2023-02-15,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.9,8,26.0,8,1012.1,8,8.2,8,999.9,0,6.2,8,9.9,999.9,42.4, ,28.4, ,0.0,C,9.8,0
71183099999,2023-02-16,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",41.5,8,32.2,8,1010.1,8,6.2,8,999.9,0,11.2,8,22.0,999.9,49.1, ,30.0, ,0.1,G,5.9,0
71183099999,2023-02-17,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",24.6,8,17.9,8,1008.9,8,4.9,8,999.9,0,11.9,8,19.0,999.9,44.2, ,16.5, ,0.36,G,5.1,0
71183099999,2023-02-18,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",18.2,8,9.6,8,1020.4,8,16.3,8,999.9,0,7.5,8,12.0,999.9,29.8,*,9.9,*,0.0,G,5.5,0
71183099999,2023-02-19,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.7,8,24.9,8,1021.1,8,17.0,8,999.9,0,8.4,8,15.0,999.9,38.5,*,28.4,*,0.0,G,5.1,0
71183099999,2023-02-20,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",38.7,8,27.3,8,1004.2,8,0.2,8,999.9,0,10.0,8,14.0,999.9,40.8, ,23.9, ,0.0,G,5.1,0
71183099999,2023-02-21,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",16.7,8,4.7,8,1005.6,8,1.6,8,999.9,0,9.7,8,13.0,999.9,40.8, ,6.8, ,0.0,G,5.1,0
71183099999,2023-02-22,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",17.9,8,7.9,8,1016.3,8,12.2,8,999.9,0,5.7,8,8.9,999.9,22.8, ,6.8, ,0.03,G,5.1,0
71183099999,2023-02-23,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",13.8,8,3.6,8,1020.4,8,16.3,8,999.9,0,11.6,8,15.0,999.9,21.2, ,9.9, ,0.04,G,4.7,0
71183099999,2023-02-24,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",11.5,8,3.0,8,1021.3,8,17.1,8,999.9,0,9.0,8,14.0,999.9,15.4, ,5.9, ,0.06,G,6.3,0
71183099999,2023-02-25,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",4.7,8,-6.7,8,1032.9,8,28.6,8,999.9,0,3.6,8,8.9,999.9,13.5, ,-4.0, ,0.0,G,5.9,0
71183099999,2023-02-26,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",9.5,8,5.3,8,1014.8,8,10.7,8,999.9,0,3.6,8,7.0,999.9,18.3, ,-4.0, ,0.04,G,5.9,0
71183099999,2023-02-27,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",15.7,8,8.2,8,1014.5,8,10.5,8,999.9,0,3.5,8,6.0,999.9,22.6,*,6.3,*,0.01,G,6.3,0
71183099999,2023-02-28,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",23.7,8,17.8,8,1007.9,8,3.8,8,999.9,0,9.3,8,15.9,999.9,31.3,*,19.9,*,0.28,G,6.3,0
71183099999,2023-03-01,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.9,8,23.7,8,1015.4,8,11.4,8,999.9,0,7.9,8,15.9,999.9,36.0,*,27.5,*,0.15,G,10.6,0
71183099999,2023-03-02,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.3,8,27.7,8,1007.9,8,4.0,8,999.9,0,7.3,8,12.0,999.9,36.1, ,27.1, ,0.04,G,10.2,0
71183099999,2023-03-04,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",24.0,8,18.1,8,1008.5,8,4.4,8,999.9,0,10.0,8,13.0,999.9,29.7,*,20.3,*,0.26,G,11.0,0
71183099999,2023-03-05,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.5,8,26.5,8,1016.8,8,12.8,8,999.9,0,5.3,8,9.9,999.9,40.1,*,27.5,*,0.06,G,13.0,0
71183099999,2023-03-06,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.7,8,18.9,8,1019.4,8,15.4,8,999.9,0,8.9,8,18.1,999.9,40.3, ,22.1, ,0.0,G,11.0,0
71183099999,2023-03-07,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",27.1,8,14.2,8,1012.9,8,8.9,8,999.9,0,8.1,8,11.1,999.9,40.1, ,21.4, ,0.0,G,10.6,0
71183099999,2023-03-08,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",26.8,8,16.6,8,1023.3,8,19.3,8,999.9,0,8.4,8,11.1,999.9,32.2,*,22.5,*,0.0,G,10.6,0
71183099999,2023-03-09,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",30.7,8,19.3,8,1024.7,8,20.6,8,999.9,0,7.5,8,8.9,999.9,33.4,*,26.6,*,0.0,G,10.2,0
71183099999,2023-03-10,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",25.5,8,17.2,8,1020.6,8,16.6,8,999.9,0,3.7,8,8.0,999.9,34.0, ,16.0, ,0.0,G,9.8,0
71183099999,2023-03-11,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",28.2,8,18.0,8,1013.4,8,9.4,8,999.9,0,7.6,8,9.9,999.9,36.3,*,23.7,*,0.0,G,9.8,0
71183099999,2023-03-12,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",29.6,8,18.1,8,1017.5,8,13.5,8,999.9,0,4.5,8,7.0,999.9,39.7,*,20.3,*,0.0,G,9.8,0
71183099999,2023-03-13,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",34.9,8,25.0,8,1014.4,8,10.4,8,999.9,0,6.1,8,11.1,999.9,40.3, ,19.8, ,0.0,G,9.4,0
71183099999,2023-03-14,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.1,8,32.0,8,1008.9,8,4.9,8,999.9,0,8.9,8,15.0,999.9,39.9, ,31.3, ,0.17,G,7.9,0
71183099999,2023-03-15,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.6,7,25.2,7,1008.7,7,4.7,7,999.9,0,11.7,7,15.9,999.9,42.3,*,32.5,*,0.02,G,7.1,0
71183099999,2023-03-16,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",34.2,8,21.5,8,1013.4,8,9.4,8,999.9,0,7.7,8,11.1,999.9,44.2, ,30.4, ,0.0,G,5.9,0
71183099999,2023-03-17,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.5,8,31.5,8,1005.8,8,1.9,8,999.9,0,6.6,8,12.0,999.9,41.5, ,30.7, ,0.07,G,5.5,0
71183099999,2023-03-18,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",37.4,8,27.0,8,1001.8,8,997.8,8,999.9,0,9.9,8,15.9,999.9,43.9, ,33.4, ,0.43,G,2.4,0
71183099999,2023-03-19,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",24.4,7,9.8,7,1007.4,7,3.5,7,999.9,0,13.6,7,18.1,999.9,38.8, ,21.4, ,0.0,G,1.2,0
71183099999,2023-03-20,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.2,8,17.7,8,1016.2,8,12.2,8,999.9,0,9.6,8,14.0,999.9,41.0, ,21.2, ,0.0,G,1.2,0
71183099999,2023-03-21,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.7,6,26.1,6,1021.1,6,17.1,6,999.9,0,4.7,6,7.0,999.9,41.5, ,24.4, ,0.0,G,999.9,0
71183099999,2023-03-22,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",29.5,8,13.3,8,1029.4,8,25.3,8,999.9,0,7.9,8,12.0,999.9,41.9, ,22.5, ,0.0,G,999.9,0
71183099999,2023-03-23,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",33.5,8,23.2,8,1013.2,8,9.2,8,999.9,0,5.4,8,13.0,999.9,37.4, ,22.5, ,0.2,G,999.9,0
71183099999,2023-03-24,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.5,8,25.5,8,1012.3,8,8.3,8,999.9,0,9.9,8,18.1,999.9,39.7, ,29.8, ,0.16,G,999.9,0
71183099999,2023-03-25,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.2,8,21.6,8,1017.8,8,13.8,8,999.9,0,7.9,8,13.0,999.9,41.0, ,29.3, ,0.0,G,999.9,0
71183099999,2023-03-26,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.9,8,31.6,8,1004.2,8,0.3,8,999.9,0,11.8,8,15.0,999.9,39.7,*,32.9,*,0.62,G,0.8,0
71183099999,2023-03-27,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",38.3,8,27.8,8,1016.2,8,12.3,8,999.9,0,6.0,8,9.9,999.9,45.0, ,29.1, ,0.01,G,999.9,0
71183099999,2023-03-28,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.8,8,24.4,8,1019.8,8,15.8,8,999.9,0,6.1,8,9.9,999.9,45.0, ,29.1, ,0.0,G,999.9,0
71183099999,2023-03-29,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",36.0,8,23.5,8,1017.6,8,13.6,8,999.9,0,5.9,8,13.0,999.9,48.2, ,23.9, ,0.0,G,999.9,0
71183099999,2023-03-30,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",27.6,8,14.6,8,1019.2,8,15.2,8,999.9,0,14.1,8,19.0,999.9,49.5, ,18.0, ,0.02,G,999.9,0
71183099999,2023-03-31,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.8,8,19.0,8,1022.7,8,18.6,8,999.9,0,6.9,8,13.0,999.9,39.2, ,18.0, ,0.0,G,999.9,0
71183099999,2023-04-01,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",38.4,8,35.9,8,1000.2,8,996.3,8,999.9,0,6.3,8,8.9,999.9,52.7,*,32.9,*,0.61,G,999.9,0
71183099999,2023-04-02,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",31.1,8,15.6,8,1008.8,8,4.8,8,999.9,0,11.4,8,13.0,999.9,53.2, ,18.7, ,0.0,G,999.9,0
71183099999,2023-04-03,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",34.3,8,19.0,8,1014.5,8,10.5,8,999.9,0,6.6,8,9.9,999.9,44.2,*,28.4,*,0.0,G,999.9,0
71183099999,2023-04-04,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",41.7,8,29.8,8,1016.9,8,12.9,8,999.9,0,4.5,8,8.9,999.9,50.4,*,33.6,*,0.0,G,999.9,0
71183099999,2023-04-05,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.6,8,19.8,8,1025.6,8,21.6,8,999.9,0,10.1,8,15.9,999.9,51.3, ,27.5, ,0.06,G,999.9,0
71183099999,2023-04-06,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",35.8,8,33.6,8,1015.8,8,11.8,8,999.9,0,3.0,6,8.9,999.9,48.9,*,31.8,*,1.46,G,999.9,0
71183099999,2023-04-07,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",39.1,8,22.9,8,1022.2,8,18.2,8,999.9,0,14.8,8,20.0,999.9,50.0, ,31.6, ,0.0,G,999.9,0
71183099999,2023-04-08,45.4666666,-73.7333333,32.0,"MONTREAL PIERRE ELLIOTT TRUDEAU INTERNATIONAL QU, CA",32.7,8,12.6,8,1031.8,8,27.8,8,999.9,0,6.6,8,9.9,999.9,41.5,*,23.9,*,0.0,G,999.9,0
